Customer,Satisfaction_Overall,Satisfaction_Quality,Satisfaction_Speed,Order_Accurate,Total_Score,Avg_Score,Category_of_Satisfaction
7789,5.0,5.0,5.0,0,15.0,5.0,Satisfied
7790,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7791,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7792,3.0,3.0,3.0,1,9.0,3.0,Neutral
7793,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7794,5.0,5.0,5.0,0,15.0,5.0,Satisfied
7795,3.0,3.0,3.0,1,9.0,3.0,Neutral
7796,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7797,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7798,4.0,4.0,4.0,1,12.0,4.0,Satisfied
7799,4.0,4.0,4.0,0,12.0,4.0,Satisfied
7800,3.0,3.0,3.0,1,9.0,3.0,Neutral
7801,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7802,3.0,3.0,3.0,1,9.0,3.0,Neutral
7803,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7804,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7805,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7806,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
7807,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7808,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7809,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7810,3.0,3.0,3.0,1,9.0,3.0,Neutral
7834,5.0,5.0,5.0,0,15.0,5.0,Satisfied
7835,3.0,3.0,3.0,1,9.0,3.0,Neutral
7836,4.0,2.0,2.0,1,8.0,2.6666666666666665,Satisfied
7837,5.0,2.0,2.0,1,9.0,3.0,Neutral
7838,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
7839,5.0,4.0,4.0,0,13.0,4.333333333333333,Satisfied
7840,1.0,3.0,3.0,1,7.0,2.3333333333333335,Satisfied
7841,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
7842,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
7843,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
7844,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7845,2.0,5.0,5.0,1,12.0,4.0,Satisfied
7846,4.0,2.0,2.0,0,8.0,2.6666666666666665,Satisfied
7847,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
7848,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
7849,5.0,2.0,2.0,1,9.0,3.0,Neutral
7850,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
7852,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7853,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
7854,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
7855,3.0,5.0,5.0,0,13.0,4.333333333333333,Satisfied
7856,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
7857,5.0,5.0,5.0,0,15.0,5.0,Satisfied
7858,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
7859,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
7860,2.0,5.0,5.0,0,12.0,4.0,Satisfied
7861,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
7862,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
7863,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
7864,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
7865,3.0,3.0,3.0,0,9.0,3.0,Neutral
7866,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7867,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7868,5.0,2.0,2.0,1,9.0,3.0,Neutral
7869,2.0,4.0,4.0,0,10.0,3.3333333333333335,Satisfied
7870,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
7871,5.0,2.0,2.0,1,9.0,3.0,Neutral
7872,2.0,5.0,5.0,1,12.0,4.0,Satisfied
7873,3.0,3.0,3.0,1,9.0,3.0,Neutral
7874,5.0,1.0,1.0,0,7.0,2.3333333333333335,Satisfied
7875,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
7876,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
7877,5.0,2.0,2.0,1,9.0,3.0,Neutral
7878,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7879,5.0,4.0,4.0,0,13.0,4.333333333333333,Satisfied
7880,1.0,4.0,4.0,1,9.0,3.0,Neutral
7881,3.0,3.0,3.0,1,9.0,3.0,Neutral
7882,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7883,3.0,3.0,3.0,1,9.0,3.0,Neutral
7884,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
7885,2.0,5.0,5.0,1,12.0,4.0,Satisfied
7886,4.0,5.0,5.0,0,14.0,4.666666666666667,Satisfied
7887,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
7888,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7889,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7890,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7891,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
7892,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7893,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
7894,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
7895,3.0,5.0,5.0,0,13.0,4.333333333333333,Satisfied
7896,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
7897,5.0,5.0,5.0,0,15.0,5.0,Satisfied
7898,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
7899,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
7900,2.0,5.0,5.0,0,12.0,4.0,Satisfied
7901,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
7902,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
7903,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
7904,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
7905,3.0,3.0,3.0,0,9.0,3.0,Neutral
7906,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7907,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7908,5.0,2.0,2.0,1,9.0,3.0,Neutral
7909,2.0,4.0,4.0,0,10.0,3.3333333333333335,Satisfied
7910,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
7911,5.0,2.0,2.0,1,9.0,3.0,Neutral
7912,2.0,5.0,5.0,1,12.0,4.0,Satisfied
7913,3.0,3.0,3.0,1,9.0,3.0,Neutral
7914,5.0,1.0,1.0,0,7.0,2.3333333333333335,Satisfied
7915,4.0,4.0,4.0,1,12.0,4.0,Satisfied
7916,3.0,3.0,3.0,1,9.0,3.0,Neutral
7917,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7918,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7919,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
7920,4.0,4.0,4.0,1,12.0,4.0,Satisfied
7921,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7922,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7923,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7924,3.0,3.0,3.0,1,9.0,3.0,Neutral
7925,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7926,5.0,5.0,5.0,0,15.0,5.0,Satisfied
7927,3.0,3.0,3.0,1,9.0,3.0,Neutral
7928,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7929,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7930,4.0,4.0,4.0,1,12.0,4.0,Satisfied
7931,4.0,4.0,4.0,1,12.0,4.0,Satisfied
7932,3.0,3.0,3.0,1,9.0,3.0,Neutral
7933,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7934,3.0,3.0,3.0,1,9.0,3.0,Neutral
7935,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
7936,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7937,5.0,5.0,5.0,0,15.0,5.0,Satisfied
7938,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7939,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7940,5.0,5.0,5.0,0,15.0,5.0,Satisfied
7941,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7942,3.0,3.0,3.0,1,9.0,3.0,Neutral
7943,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7944,3.0,3.0,3.0,1,9.0,3.0,Neutral
7945,4.0,4.0,4.0,0,12.0,4.0,Satisfied
7946,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7947,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7948,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7949,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
7950,3.0,3.0,3.0,1,9.0,3.0,Neutral
7951,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7952,3.0,3.0,3.0,1,9.0,3.0,Neutral
7953,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7954,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
7955,4.0,4.0,4.0,1,12.0,4.0,Satisfied
7956,3.0,3.0,3.0,1,9.0,3.0,Neutral
7957,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7958,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7959,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
7960,4.0,4.0,4.0,1,12.0,4.0,Satisfied
7961,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7962,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7963,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7964,3.0,3.0,3.0,1,9.0,3.0,Neutral
7965,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7966,5.0,5.0,5.0,0,15.0,5.0,Satisfied
7967,3.0,3.0,3.0,1,9.0,3.0,Neutral
7968,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7969,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7970,4.0,4.0,4.0,1,12.0,4.0,Satisfied
7971,4.0,4.0,4.0,1,12.0,4.0,Satisfied
7972,3.0,3.0,3.0,1,9.0,3.0,Neutral
7973,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7974,3.0,3.0,3.0,1,9.0,3.0,Neutral
7975,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
7976,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7977,5.0,5.0,5.0,0,15.0,5.0,Satisfied
7978,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7979,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7980,5.0,5.0,5.0,0,15.0,5.0,Satisfied
7981,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7982,3.0,3.0,3.0,1,9.0,3.0,Neutral
7983,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7984,3.0,3.0,3.0,1,9.0,3.0,Neutral
7985,4.0,4.0,4.0,0,12.0,4.0,Satisfied
7986,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7987,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
7988,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7989,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
7990,3.0,3.0,3.0,1,9.0,3.0,Neutral
7991,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7992,3.0,3.0,3.0,1,9.0,3.0,Neutral
7993,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7994,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
7995,4.0,4.0,4.0,1,12.0,4.0,Satisfied
7996,3.0,3.0,3.0,1,9.0,3.0,Neutral
7997,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
7998,5.0,5.0,5.0,1,15.0,5.0,Satisfied
7999,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
8000,4.0,4.0,4.0,1,12.0,4.0,Satisfied
8001,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8002,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8003,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8004,3.0,3.0,3.0,1,9.0,3.0,Neutral
8005,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8006,5.0,5.0,5.0,0,15.0,5.0,Satisfied
8007,3.0,3.0,3.0,1,9.0,3.0,Neutral
8008,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8009,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8010,4.0,4.0,4.0,1,12.0,4.0,Satisfied
8011,4.0,4.0,4.0,1,12.0,4.0,Satisfied
8012,3.0,3.0,3.0,1,9.0,3.0,Neutral
8013,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8014,3.0,3.0,3.0,1,9.0,3.0,Neutral
8015,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
8016,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8017,5.0,5.0,5.0,0,15.0,5.0,Satisfied
8018,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8019,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8020,5.0,5.0,5.0,0,15.0,5.0,Satisfied
8021,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8022,3.0,3.0,3.0,1,9.0,3.0,Neutral
8023,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8024,3.0,3.0,3.0,1,9.0,3.0,Neutral
8025,4.0,4.0,4.0,0,12.0,4.0,Satisfied
8026,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8027,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8028,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8029,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
8030,3.0,3.0,3.0,1,9.0,3.0,Neutral
8031,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8032,3.0,3.0,3.0,1,9.0,3.0,Neutral
8033,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8034,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
8035,4.0,4.0,4.0,1,12.0,4.0,Satisfied
8036,3.0,3.0,3.0,1,9.0,3.0,Neutral
8037,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8038,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8039,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
8040,4.0,4.0,4.0,1,12.0,4.0,Satisfied
8041,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8042,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8043,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8044,3.0,3.0,3.0,1,9.0,3.0,Neutral
8045,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8046,5.0,5.0,5.0,0,15.0,5.0,Satisfied
8047,3.0,3.0,3.0,1,9.0,3.0,Neutral
8076,3.0,3.0,3.0,1,9.0,3.0,Neutral
8077,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8078,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8079,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8080,4.0,4.0,4.0,1,12.0,4.0,Satisfied
8081,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8082,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8083,5.0,5.0,5.0,0,15.0,5.0,Satisfied
8084,3.0,3.0,3.0,1,9.0,3.0,Neutral
8085,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
8086,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8087,3.0,3.0,3.0,1,9.0,3.0,Neutral
8088,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
8089,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8090,4.0,4.0,4.0,1,12.0,4.0,Satisfied
8091,4.0,4.0,4.0,1,12.0,4.0,Satisfied
8092,3.0,3.0,3.0,1,9.0,3.0,Neutral
8093,5.0,5.0,5.0,0,15.0,5.0,Satisfied
8094,3.0,3.0,3.0,1,9.0,3.0,Neutral
8095,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8096,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8097,5.0,5.0,5.0,0,15.0,5.0,Satisfied
8098,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8099,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8100,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8101,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8102,3.0,3.0,3.0,0,9.0,3.0,Neutral
8126,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8127,3.0,3.0,3.0,1,9.0,3.0,Neutral
8128,4.0,2.0,2.0,0,8.0,2.6666666666666665,Satisfied
8129,5.0,2.0,2.0,1,9.0,3.0,Neutral
8130,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
8131,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8132,1.0,3.0,3.0,1,7.0,2.3333333333333335,Satisfied
8133,3.0,5.0,5.0,0,13.0,4.333333333333333,Satisfied
8134,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
8135,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
8136,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8137,2.0,5.0,5.0,0,12.0,4.0,Satisfied
8138,4.0,2.0,2.0,1,8.0,2.6666666666666665,Satisfied
8139,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
8140,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
8141,5.0,2.0,2.0,1,9.0,3.0,Neutral
8142,2.0,3.0,3.0,0,8.0,2.6666666666666665,Satisfied
8144,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8145,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
8146,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8147,3.0,5.0,5.0,0,13.0,4.333333333333333,Satisfied
8148,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
8149,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8150,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
8151,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
8152,2.0,5.0,5.0,1,12.0,4.0,Satisfied
8153,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
8154,4.0,5.0,5.0,0,14.0,4.666666666666667,Satisfied
8155,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
8156,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8157,3.0,3.0,3.0,1,9.0,3.0,Neutral
8158,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8159,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8160,5.0,2.0,2.0,1,9.0,3.0,Neutral
8161,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
8162,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
8163,5.0,2.0,2.0,0,9.0,3.0,Neutral
8164,2.0,5.0,5.0,1,12.0,4.0,Satisfied
8165,3.0,3.0,3.0,0,9.0,3.0,Neutral
8166,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
8167,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
8168,4.0,3.0,3.0,0,10.0,3.3333333333333335,Satisfied
8169,5.0,2.0,2.0,1,9.0,3.0,Neutral
8170,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8171,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8172,1.0,4.0,4.0,1,9.0,3.0,Neutral
8173,3.0,3.0,3.0,0,9.0,3.0,Neutral
8174,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8175,3.0,3.0,3.0,1,9.0,3.0,Neutral
8176,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
8177,2.0,5.0,5.0,0,12.0,4.0,Satisfied
8178,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
8179,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
8180,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8181,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8182,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
8183,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
8184,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8185,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
8186,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8187,3.0,5.0,5.0,0,13.0,4.333333333333333,Satisfied
8188,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
8189,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8190,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
8191,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
8192,2.0,5.0,5.0,1,12.0,4.0,Satisfied
8193,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
8194,4.0,5.0,5.0,0,14.0,4.666666666666667,Satisfied
8195,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
8196,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8197,3.0,3.0,3.0,1,9.0,3.0,Neutral
8198,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8199,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8200,5.0,2.0,2.0,1,9.0,3.0,Neutral
8201,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
8202,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
8203,5.0,2.0,2.0,0,9.0,3.0,Neutral
8204,2.0,5.0,5.0,1,12.0,4.0,Satisfied
8205,3.0,3.0,3.0,0,9.0,3.0,Neutral
8206,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
8207,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
8208,4.0,3.0,3.0,0,10.0,3.3333333333333335,Satisfied
8209,5.0,2.0,2.0,1,9.0,3.0,Neutral
8210,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8211,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8212,1.0,4.0,4.0,1,9.0,3.0,Neutral
8213,3.0,3.0,3.0,0,9.0,3.0,Neutral
8214,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8215,3.0,3.0,3.0,1,9.0,3.0,Neutral
8216,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
8217,2.0,5.0,5.0,0,12.0,4.0,Satisfied
8218,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
8219,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
8220,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8221,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8222,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
8223,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
8224,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8225,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
8226,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8227,3.0,5.0,5.0,0,13.0,4.333333333333333,Satisfied
8228,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
8229,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8230,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
8231,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
8232,2.0,5.0,5.0,1,12.0,4.0,Satisfied
8233,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
8234,4.0,5.0,5.0,0,14.0,4.666666666666667,Satisfied
8235,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
8236,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8237,3.0,3.0,3.0,1,9.0,3.0,Neutral
8238,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8239,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8240,5.0,2.0,2.0,1,9.0,3.0,Neutral
8241,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
8242,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
8243,5.0,2.0,2.0,0,9.0,3.0,Neutral
8244,2.0,5.0,5.0,1,12.0,4.0,Satisfied
8245,3.0,3.0,3.0,0,9.0,3.0,Neutral
8246,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
8247,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
8248,4.0,3.0,3.0,0,10.0,3.3333333333333335,Satisfied
8249,5.0,2.0,2.0,1,9.0,3.0,Neutral
8250,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
8251,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8252,1.0,4.0,4.0,1,9.0,3.0,Neutral
8253,3.0,3.0,3.0,0,9.0,3.0,Neutral
8254,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8255,3.0,3.0,3.0,1,9.0,3.0,Neutral
8256,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
8257,2.0,5.0,5.0,0,12.0,4.0,Satisfied
8258,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
8259,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
8260,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8261,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8262,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
8263,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
8264,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8265,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
8266,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8267,3.0,5.0,5.0,0,13.0,4.333333333333333,Satisfied
8268,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
8269,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8270,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
8271,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
8272,2.0,5.0,5.0,1,12.0,4.0,Satisfied
8273,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
8274,4.0,5.0,5.0,0,14.0,4.666666666666667,Satisfied
8275,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
8276,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8277,3.0,3.0,3.0,1,9.0,3.0,Neutral
8278,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
8279,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8280,5.0,2.0,2.0,1,9.0,3.0,Neutral
8281,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
8282,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
8283,5.0,2.0,2.0,0,9.0,3.0,Neutral
8284,2.0,5.0,5.0,1,12.0,4.0,Satisfied
8285,3.0,3.0,3.0,0,9.0,3.0,Neutral
8287,5.0,5.0,5.0,1,15.0,5.0,Satisfied
8288,3.0,3.0,3.0,0,9.0,3.0,Neutral
8289,4.0,2.0,2.0,1,8.0,2.6666666666666665,Satisfied
8290,5.0,2.0,2.0,1,9.0,3.0,Neutral
8291,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
8292,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
8293,1.0,3.0,3.0,0,7.0,2.3333333333333335,Satisfied
8294,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
